"","case.id","sex","length","diameter","height","whole.weight","shucked.weight","viscera.weight","shell.weight","rings"
"152",152,"F",0.605,0.5,0.185,1.1185,0.469,0.2585,0.335,9
"1369",1370,"F",0.615,0.475,0.155,1.004,0.4475,0.193,0.2895,10
"887",887,"F",0.675,0.525,0.17,1.8095,0.784,0.391,0.455,12
"3082",3083,"F",0.755,0.575,0.2,2.073,1.0135,0.4655,0.48,11
"2216",2217,"I",0.33,0.26,0.08,0.19,0.0765,0.0385,0.065,7
"594",594,"F",0.66,0.52,0.18,1.514,0.526,0.2975,0.42,19
"1701",1702,"F",0.635,0.49,0.175,1.2435,0.5805,0.313,0.305,10
"2430",2431,"I",0.52,0.38,0.14,0.525,0.1775,0.115,0.185,11
"593",593,"I",0.525,0.41,0.175,0.874,0.3585,0.207,0.205,18
"4121",4123,"I",0.46,0.365,0.11,0.4495,0.1755,0.102,0.15,8
"1419",1420,"F",0.705,0.57,0.18,1.5345,0.96,0.4195,0.43,12
"3433",3434,"I",0.365,0.27,0.105,0.2155,0.0915,0.0475,0.063,6
"453",453,"F",0.665,0.555,0.195,1.4385,0.581,0.354,0.36,17
"795",795,"M",0.58,0.465,0.16,1.0345,0.315,0.26,0.3635,12
"253",253,"F",0.595,0.455,0.155,1.0605,0.5135,0.2165,0.3,12
"1665",1666,"F",0.605,0.48,0.14,0.991,0.4735,0.2345,0.24,8
"3786",3787,"M",0.625,0.5,0.185,1.2425,0.5995,0.248,0.335,10
"2955",2956,"M",0.65,0.52,0.195,1.676,0.693,0.44,0.47,15
"264",264,"I",0.245,0.195,0.06,0.095,0.0445,0.0245,0.026,4
"1655",1656,"F",0.6,0.46,0.155,0.9735,0.427,0.2045,0.3,8
"769",769,"F",0.55,0.43,0.155,0.785,0.289,0.227,0.233,11
"1311",1312,"I",0.55,0.43,0.145,0.7895,0.3745,0.171,0.223,11
"1950",1951,"F",0.64,0.48,0.145,1.1145,0.508,0.24,0.34,10
"2916",2917,"M",0.595,0.47,0.155,1.2015,0.492,0.3865,0.265,10
"1520",1521,"M",0.67,0.5,0.19,1.519,0.616,0.388,0.415,10
"332",332,"F",0.4,0.325,0.12,0.3185,0.134,0.0565,0.095,8
"556",556,"I",0.5,0.385,0.15,0.6265,0.2605,0.1665,0.16,10
"1642",1643,"M",0.575,0.44,0.16,0.9615,0.483,0.166,0.275,13
"1261",1262,"I",0.45,0.33,0.105,0.448,0.208,0.089,0.12,9
"3270",3271,"F",0.625,0.475,0.13,0.8595,0.3195,0.1775,0.24,13
"336",336,"M",0.62,0.465,0.19,1.3415,0.5705,0.3175,0.355,11
"1485",1486,"F",0.59,0.46,0.145,0.9905,0.453,0.2205,0.275,8
"570",570,"F",0.41,0.32,0.115,0.387,0.165,0.1005,0.0985,11
"2789",2790,"F",0.62,0.465,0.14,1.1605,0.6005,0.2195,0.307,9
"3365",3366,"I",0.44,0.31,0.115,0.3625,0.134,0.082,0.12,11
"730",730,"F",0.52,0.4,0.12,0.6515,0.261,0.2015,0.165,15
"2105",2106,"M",0.585,0.48,0.185,1.04,0.434,0.265,0.285,10
"454",454,"F",0.565,0.49,0.155,0.9245,0.405,0.2195,0.255,11
"1247",1247,"I",0.39,0.3,0.095,0.3265,0.1665,0.0575,0.089,7
"2952",2953,"F",0.645,0.485,0.15,1.151,0.5935,0.2315,0.293,12
"1139",1139,"M",0.575,0.435,0.14,0.8455,0.401,0.191,0.222,9
"1707",1708,"M",0.645,0.5,0.175,1.286,0.5645,0.288,0.386,12
"23",23,"F",0.565,0.44,0.155,0.9395,0.4275,0.214,0.27,12
"1421",1422,"F",0.72,0.575,0.17,1.9335,0.913,0.389,0.51,13
"1852",1853,"I",0.495,0.38,0.135,0.5095,0.2065,0.1165,0.165,8
"3855",3856,"M",0.41,0.335,0.115,0.4405,0.19,0.085,0.135,8
"1880",1881,"I",0.55,0.435,0.14,0.7995,0.295,0.1905,0.238,10
"1698",1699,"M",0.63,0.495,0.175,1.2695,0.605,0.271,0.328,11
"2441",2442,"M",0.54,0.415,0.17,0.879,0.339,0.208,0.255,10
"1997",1998,"I",0.335,0.25,0.08,0.1695,0.0695,0.044,0.0495,6
"3810",3811,"I",0.525,0.4,0.125,0.5655,0.2435,0.119,0.175,8
"1044",1044,"M",0.68,0.535,0.185,1.607,0.7245,0.3215,0.498,12
"422",422,"I",0.49,0.38,0.12,0.529,0.2165,0.139,0.155,11
"1427",1428,"F",0.75,0.61,0.235,2.5085,1.232,0.519,0.612,14
"1147",1147,"M",0.58,0.445,0.135,0.814,0.3775,0.1915,0.22,9
"3086",3087,"I",0.355,0.27,0.075,0.204,0.3045,0.046,0.0595,7
"645",645,"M",0.45,0.34,0.13,0.3715,0.1605,0.0795,0.105,9
"344",344,"F",0.505,0.375,0.18,0.568,0.2325,0.1495,0.17,12
"3578",3579,"F",0.6,0.475,0.17,1.088,0.4905,0.2475,0.31,10
"370",370,"F",0.69,0.56,0.215,1.719,0.68,0.299,0.47,17
"4089",4091,"M",0.615,0.475,0.205,1.337,0.5995,0.2815,0.37,11
"2030",2031,"M",0.59,0.465,0.165,1.115,0.5165,0.273,0.275,10
"1115",1115,"I",0.525,0.4,0.14,0.601,0.2625,0.1285,0.1835,9
"1691",1692,"I",0.625,0.47,0.155,1.1955,0.643,0.2055,0.3145,12
"2508",2509,"I",0.415,0.315,0.105,0.33,0.1405,0.0705,0.095,6
"1606",1607,"I",0.54,0.425,0.13,0.7205,0.2955,0.169,0.225,10
"72",72,"F",0.4,0.32,0.11,0.353,0.1405,0.0985,0.1,8
"1163",1163,"M",0.61,0.485,0.145,1.3305,0.783,0.2255,0.2865,9
"3916",3917,"F",0.52,0.41,0.16,0.712,0.2845,0.153,0.225,10
"2095",2096,"M",0.415,0.3,0.1,0.3355,0.1545,0.0685,0.095,7
"3563",3564,"I",0.575,0.455,0.155,0.8725,0.349,0.2095,0.285,8
"1164",1164,"M",0.61,0.47,0.165,1.052,0.498,0.242,0.267,9
"3610",3611,"M",0.58,0.45,0.16,0.8675,0.3935,0.221,0.215,9
"1073",1073,"I",0.4,0.32,0.095,0.348,0.194,0.053,0.087,6
"1365",1366,"M",0.61,0.475,0.17,1.0265,0.435,0.2335,0.3035,10
"1220",1220,"I",0.325,0.225,0.075,0.139,0.0565,0.032,0.09,6
"166",166,"M",0.725,0.57,0.19,2.55,1.0705,0.483,0.725,14
"324",324,"I",0.265,0.205,0.07,0.1055,0.039,0.041,0.035,5
"2040",2041,"I",0.32,0.255,0.085,0.1745,0.072,0.033,0.057,8
"2053",2054,"M",0.46,0.345,0.11,0.4595,0.235,0.0885,0.116,7
"2389",2390,"M",0.42,0.34,0.125,0.4495,0.165,0.1125,0.144,11
"2618",2619,"F",0.69,0.545,0.205,1.933,0.7855,0.429,0.498,13
"2138",2139,"F",0.57,0.465,0.18,0.9995,0.405,0.277,0.295,16
"828",828,"I",0.4,0.31,0.1,0.306,0.13,0.06,0.094,6
"2299",2300,"I",0.495,0.385,0.125,0.585,0.2755,0.1235,0.165,8
"1831",1832,"I",0.365,0.27,0.075,0.2215,0.095,0.0445,0.07,6
"1696",1697,"M",0.63,0.49,0.17,1.1745,0.5255,0.273,0.339,11
"2463",2464,"M",0.515,0.405,0.14,0.8505,0.312,0.146,0.315,17
"3180",3181,"F",0.37,0.295,0.1,0.2685,0.1165,0.056,0.0835,7
"1970",1971,"M",0.675,0.515,0.15,1.312,0.556,0.2845,0.4115,11
"1724",1725,"F",0.655,0.505,0.195,1.4405,0.688,0.3805,0.363,11
"3803",3804,"I",0.32,0.23,0.06,0.129,0.0615,0.0275,0.0355,7
"1732",1733,"M",0.665,0.52,0.175,1.3725,0.606,0.32,0.395,12
"2783",2784,"M",0.6,0.495,0.185,1.1145,0.5055,0.2635,0.367,11
"4045",4047,"M",0.6,0.46,0.155,0.6655,0.285,0.149,0.269,11
"1876",1877,"I",0.54,0.395,0.135,0.6555,0.2705,0.155,0.192,9
"2812",2813,"I",0.24,0.17,0.05,0.0545,0.0205,0.016,0.0155,5
"1787",1788,"I",0.545,0.42,0.165,0.8935,0.4235,0.2195,0.228,8
"3956",3957,"F",0.515,0.395,0.14,0.686,0.281,0.1255,0.22,12
"450",450,"F",0.565,0.455,0.15,0.8205,0.365,0.159,0.26,18
"2968",2969,"F",0.68,0.505,0.17,1.3435,0.657,0.297,0.355,12
"163",163,"M",0.61,0.485,0.175,1.2445,0.544,0.297,0.345,12
"2150",2151,"M",0.445,0.355,0.11,0.4415,0.1805,0.1035,0.1505,10
"3621",3622,"F",0.655,0.455,0.17,1.275,0.583,0.303,0.333,8
"1585",1586,"I",0.515,0.36,0.125,0.4725,0.1815,0.125,0.138,9
"805",805,"M",0.515,0.38,0.135,0.6615,0.2875,0.2095,0.155,10
"3392",3393,"M",0.645,0.515,0.185,1.4605,0.5835,0.3155,0.41,19
"4143",4145,"M",0.67,0.535,0.19,1.669,0.7465,0.2935,0.508,11
"3864",3865,"I",0.32,0.235,0.065,0.1385,0.058,0.0225,0.05,5
"424",424,"I",0.29,0.225,0.07,0.101,0.036,0.0235,0.035,8
"1969",1970,"F",0.67,0.53,0.205,1.4015,0.643,0.2465,0.416,12
"3209",3210,"I",0.43,0.34,0.125,0.384,0.1375,0.061,0.146,14
"899",899,"I",0.28,0.12,0.075,0.117,0.0455,0.029,0.0345,4
"1636",1637,"M",0.575,0.47,0.185,0.985,0.3745,0.2175,0.355,10
"337",337,"M",0.6,0.475,0.19,1.0875,0.403,0.2655,0.325,14
"420",420,"M",0.545,0.41,0.14,0.625,0.223,0.16,0.235,13
"2683",2684,"M",0.625,0.495,0.185,1.3835,0.7105,0.3005,0.345,11
"2434",2435,"I",0.635,0.5,0.18,1.319,0.5485,0.292,0.49,16
"2458",2459,"I",0.2,0.145,0.05,0.036,0.0125,0.008,0.011,4
"3292",3293,"F",0.495,0.375,0.15,0.597,0.2615,0.135,0.178,11
"204",204,"F",0.53,0.435,0.17,0.8155,0.2985,0.155,0.275,13
"1941",1942,"F",0.625,0.47,0.145,0.984,0.475,0.2,0.265,11
"3066",3067,"F",0.64,0.5,0.15,1.2015,0.559,0.231,0.3355,9
"3055",3056,"F",0.61,0.495,0.16,1.089,0.469,0.198,0.384,11
"1050",1050,"M",0.715,0.565,0.175,1.9525,0.7645,0.4185,0.4135,10
"2100",2101,"I",0.37,0.29,0.1,0.25,0.1025,0.0505,0.085,10
"3874",3875,"F",0.525,0.41,0.15,0.708,0.274,0.151,0.25,12
"66",66,"M",0.475,0.355,0.12,0.48,0.234,0.1015,0.135,8
"836",836,"I",0.45,0.35,0.13,0.547,0.245,0.1405,0.1405,8
"1436",1437,"I",0.395,0.295,0.09,0.3025,0.143,0.0665,0.0765,5
"885",885,"M",0.66,0.52,0.19,1.558,0.755,0.298,0.4,10
"961",961,"M",0.5,0.4,0.125,0.6725,0.336,0.12,0.1825,7
"766",766,"M",0.545,0.45,0.15,0.978,0.3365,0.1905,0.3,11
"3132",3133,"F",0.685,0.53,0.17,1.5105,0.7385,0.3525,0.3725,10
"1937",1938,"M",0.625,0.515,0.17,1.331,0.5725,0.3005,0.361,9
"894",894,"I",0.24,0.175,0.055,0.0705,0.025,0.014,0.021,5
"2402",2403,"I",0.44,0.355,0.165,0.435,0.159,0.105,0.14,16
"2960",2961,"F",0.66,0.525,0.18,1.5965,0.7765,0.397,0.3605,10
"3461",3462,"F",0.625,0.495,0.16,1.1115,0.4495,0.2825,0.345,11
"1183",1183,"F",0.66,0.53,0.185,1.346,0.546,0.2705,0.476,11
"2181",2182,"M",0.535,0.42,0.165,0.9195,0.3355,0.1985,0.26,16
"2166",2167,"I",0.38,0.28,0.085,0.2735,0.115,0.061,0.085,6
"290",290,"F",0.535,0.435,0.16,0.8105,0.3155,0.1795,0.24,10
"535",535,"I",0.47,0.37,0.14,0.4985,0.2095,0.1225,0.145,10
"349",349,"I",0.375,0.305,0.115,0.2715,0.092,0.074,0.09,8
"1796",1797,"M",0.585,0.455,0.145,0.953,0.3945,0.2685,0.258,10
"1126",1126,"M",0.55,0.425,0.15,0.8315,0.411,0.1765,0.2165,10
"3105",3106,"I",0.29,0.215,0.06,0.1115,0.053,0.0185,0.032,5
"568",568,"I",0.435,0.33,0.125,0.406,0.1685,0.1055,0.096,12
"1495",1496,"F",0.62,0.435,0.155,1.012,0.477,0.236,0.275,8
"1125",1125,"F",0.55,0.43,0.15,0.84,0.395,0.195,0.223,8
"1130",1130,"M",0.56,0.415,0.145,0.852,0.43,0.1885,0.205,8
"4037",4039,"I",0.55,0.445,0.125,0.672,0.288,0.1365,0.21,11
"1921",1922,"M",0.605,0.47,0.18,1.1155,0.479,0.2565,0.321,10
"1534",1535,"I",0.3,0.23,0.085,0.117,0.05,0.0175,0.0415,6
"1518",1519,"M",0.67,0.545,0.2,1.7025,0.833,0.374,0.41,11
"2496",2497,"F",0.52,0.4,0.13,0.6245,0.215,0.2065,0.17,15
"733",733,"M",0.52,0.4,0.12,0.823,0.298,0.1805,0.265,15
"1819",1820,"M",0.695,0.53,0.19,1.726,0.7625,0.436,0.455,11
"2491",2492,"F",0.515,0.395,0.165,0.7565,0.1905,0.17,0.3205,10
"2917",2918,"M",0.595,0.46,0.17,1.1295,0.57,0.2555,0.265,10
"895",895,"I",0.24,0.175,0.065,0.0665,0.031,0.0135,0.017,3
"4060",4062,"M",0.62,0.465,0.145,0.911,0.375,0.2145,0.278,10
"37",37,"F",0.54,0.475,0.155,1.217,0.5305,0.3075,0.34,16
"3253",3254,"I",0.43,0.35,0.105,0.366,0.1705,0.0855,0.11,6
"3588",3589,"M",0.65,0.515,0.185,1.3745,0.75,0.1805,0.369,12
"1770",1771,"I",0.455,0.335,0.105,0.422,0.229,0.0865,0.1,6
"3078",3079,"F",0.695,0.535,0.2,1.5855,0.667,0.334,0.471,11
"3745",3746,"I",0.285,0.205,0.07,0.106,0.039,0.0285,0.034,5
"2470",2471,"M",0.615,0.475,0.17,1.1825,0.474,0.2895,0.24,11
"3858",3859,"F",0.565,0.45,0.165,0.9765,0.322,0.244,0.37,12
"1283",1284,"I",0.5,0.375,0.145,0.5795,0.239,0.1375,0.185,9
"181",181,"M",0.57,0.48,0.18,0.9395,0.399,0.2,0.295,14
"2921",2922,"F",0.6,0.45,0.15,0.9625,0.4375,0.2225,0.2775,9
"1865",1866,"I",0.52,0.38,0.115,0.6645,0.3285,0.17,0.1425,7
"4077",4079,"M",0.55,0.43,0.18,0.8265,0.4405,0.159,0.225,10
"2432",2433,"F",0.61,0.485,0.165,1.087,0.4255,0.232,0.38,11
"1837",1838,"I",0.415,0.31,0.1,0.2805,0.114,0.0565,0.0975,6
"3584",3585,"M",0.625,0.49,0.165,1.1835,0.517,0.2375,0.39,11
"792",792,"F",0.485,0.375,0.135,0.556,0.1925,0.1315,0.1685,10
"3971",3972,"I",0.4,0.295,0.095,0.252,0.1105,0.0575,0.066,6
"3768",3769,"M",0.56,0.465,0.145,0.8875,0.3345,0.22,0.2695,9
"209",209,"F",0.525,0.415,0.17,0.8325,0.2755,0.1685,0.31,13
"1292",1293,"I",0.515,0.4,0.135,0.6965,0.32,0.1255,0.175,9
"3217",3218,"M",0.425,0.34,0.12,0.388,0.149,0.087,0.125,10
"2720",2721,"I",0.37,0.275,0.09,0.2065,0.096,0.0395,0.058,7
"980",980,"M",0.535,0.435,0.14,0.874,0.3735,0.229,0.2195,8
"273",273,"M",0.62,0.485,0.205,1.219,0.3875,0.2505,0.385,14
"1350",1351,"F",0.595,0.465,0.15,0.98,0.4115,0.196,0.2255,10
"2264",2265,"I",0.59,0.45,0.16,0.893,0.2745,0.2185,0.345,14
"2833",2834,"F",0.54,0.415,0.15,0.8115,0.3875,0.1875,0.2035,9
"1405",1406,"M",0.655,0.535,0.205,1.6445,0.7305,0.3595,0.46,13
"653",653,"I",0.47,0.35,0.13,0.466,0.1845,0.099,0.145,11
"1036",1036,"F",0.655,0.51,0.175,1.6525,0.8515,0.3365,0.403,10
"3382",3383,"M",0.495,0.4,0.12,0.6605,0.2605,0.161,0.19,15
"2117",2118,"F",0.375,0.29,0.08,0.282,0.1405,0.0725,0.08,7
"3199",3200,"F",0.49,0.38,0.155,0.578,0.2395,0.1255,0.18,9
"1232",1232,"I",0.365,0.265,0.085,0.213,0.0945,0.049,0.06,7
"333",333,"I",0.3,0.22,0.08,0.121,0.0475,0.042,0.035,5
"3352",3353,"F",0.52,0.405,0.145,0.829,0.3535,0.1685,0.205,15
"516",516,"M",0.27,0.195,0.08,0.1,0.0385,0.0195,0.03,6
"157",157,"F",0.575,0.46,0.19,0.994,0.392,0.2425,0.34,13
"1388",1389,"M",0.63,0.495,0.16,1.093,0.497,0.221,0.315,12
"3457",3458,"F",0.61,0.495,0.175,1.2635,0.53,0.315,0.3455,10
"331",331,"M",0.5,0.38,0.155,0.5955,0.2135,0.161,0.2,12
"418",418,"M",0.63,0.515,0.165,1.352,0.488,0.349,0.45,20
"2651",2652,"I",0.51,0.385,0.15,0.625,0.3095,0.119,0.1725,8
"623",623,"F",0.5,0.385,0.115,0.6785,0.2945,0.138,0.195,12
"3770",3771,"I",0.565,0.43,0.125,0.6545,0.2815,0.139,0.21,9
"3700",3701,"F",0.66,0.53,0.17,1.431,0.622,0.309,0.398,10
"3787",3788,"M",0.63,0.49,0.16,1.09,0.407,0.224,0.354,12
"3399",3400,"F",0.46,0.35,0.115,0.44,0.19,0.1025,0.13,8
"3931",3932,"I",0.55,0.44,0.165,0.8605,0.312,0.169,0.3,17
"891",891,"F",0.695,0.56,0.22,1.834,0.8455,0.422,0.455,11
"87",87,"M",0.625,0.465,0.14,1.195,0.4825,0.205,0.4,13
"638",638,"M",0.355,0.26,0.085,0.1905,0.081,0.0485,0.055,6
"2516",2517,"I",0.475,0.365,0.12,0.53,0.2505,0.0975,0.1625,10
"2596",2597,"F",0.6,0.46,0.145,0.9325,0.3985,0.2245,0.248,8
"2702",2703,"M",0.68,0.52,0.165,1.4775,0.724,0.279,0.406,11
"2929",2930,"I",0.61,0.49,0.16,1.1545,0.5865,0.2385,0.2915,11
"2208",2209,"F",0.625,0.525,0.215,1.5765,0.5115,0.2595,0.665,16
"2199",2200,"F",0.68,0.55,0.2,1.596,0.525,0.4075,0.585,21
"3654",3655,"I",0.53,0.42,0.14,0.6765,0.256,0.1855,0.208,9
"2400",2401,"I",0.445,0.33,0.1,0.437,0.163,0.0755,0.17,13
"1460",1461,"M",0.485,0.39,0.085,0.6435,0.2945,0.103,0.198,8
"798",798,"M",0.44,0.335,0.11,0.394,0.157,0.096,0.122,9
"425",425,"I",0.26,0.2,0.07,0.092,0.037,0.02,0.03,6
"4071",4073,"I",0.5,0.36,0.12,0.439,0.1875,0.1055,0.1305,8
"4130",4132,"I",0.58,0.425,0.145,0.83,0.379,0.1605,0.2575,11
"480",480,"M",0.66,0.545,0.185,1.32,0.5305,0.2635,0.455,16
"4027",4029,"I",0.42,0.31,0.1,0.2805,0.1125,0.0615,0.0925,8
"591",591,"I",0.51,0.4,0.15,0.745,0.2865,0.1675,0.235,13
"1742",1743,"F",0.68,0.51,0.2,1.6075,0.714,0.339,0.4705,11
"2855",2856,"F",0.655,0.515,0.155,1.309,0.524,0.346,0.385,11
"3535",3536,"I",0.4,0.265,0.1,0.2775,0.1245,0.0605,0.08,9
"322",322,"I",0.19,0.145,0.04,0.038,0.0165,0.0065,0.015,4
"2360",2361,"F",0.545,0.44,0.175,0.7745,0.2985,0.1875,0.265,11
"367",367,"M",0.58,0.465,0.145,0.887,0.4405,0.1655,0.265,11
"962",962,"F",0.505,0.39,0.13,0.674,0.3165,0.141,0.1785,9
"3386",3387,"M",0.515,0.4,0.125,0.955,0.341,0.2535,0.26,13
"3992",3993,"M",0.7,0.6,0.23,2.003,0.8105,0.4045,0.5755,10
"1090",1090,"I",0.45,0.33,0.105,0.3715,0.1865,0.0785,0.0975,7
"2495",2496,"M",0.45,0.36,0.16,0.567,0.174,0.1245,0.225,12
"2346",2347,"F",0.56,0.43,0.125,0.8025,0.313,0.1715,0.263,13
"3230",3231,"M",0.57,0.455,0.15,0.96,0.387,0.2385,0.275,11
"3009",3010,"I",0.255,0.185,0.065,0.074,0.0305,0.0165,0.02,4
"2503",2504,"I",0.3,0.23,0.075,0.127,0.052,0.03,0.0345,6
"2455",2456,"I",0.235,0.17,0.065,0.0625,0.023,0.014,0.022,6
"1879",1880,"I",0.545,0.43,0.14,0.687,0.2615,0.1405,0.25,9
"3189",3190,"M",0.55,0.405,0.15,0.9235,0.412,0.2135,0.24,7
"1016",1016,"F",0.625,0.485,0.2,1.38,0.5845,0.302,0.401,9
"3652",3653,"F",0.525,0.425,0.14,0.8735,0.4205,0.182,0.2225,10
"1749",1750,"M",0.71,0.575,0.215,2.009,0.9895,0.4475,0.502,11
"1428",1429,"F",0.815,0.65,0.25,2.255,0.8905,0.42,0.7975,14
"2163",2164,"F",0.55,0.47,0.15,0.897,0.377,0.184,0.29,9
"3564",3565,"I",0.575,0.44,0.125,0.8515,0.4555,0.1715,0.1965,9
"3842",3843,"F",0.615,0.475,0.145,0.9525,0.3915,0.195,0.32,9
"182",182,"M",0.64,0.51,0.175,1.368,0.515,0.266,0.57,21
"1795",1796,"F",0.58,0.43,0.17,1.48,0.6535,0.324,0.4155,10
"1678",1679,"I",0.62,0.485,0.18,1.154,0.4935,0.256,0.315,12
"862",862,"F",0.595,0.465,0.14,1.113,0.5175,0.244,0.305,12
"3666",3667,"I",0.575,0.44,0.15,0.983,0.486,0.215,0.239,8
"2965",2966,"M",0.67,0.525,0.195,1.4405,0.6595,0.2675,0.425,9
"2300",2301,"F",0.48,0.405,0.13,0.6375,0.277,0.1445,0.21,10
"2617",2618,"M",0.67,0.52,0.19,1.6385,0.8115,0.369,0.391,9
"345",345,"F",0.46,0.425,0.155,0.746,0.3005,0.152,0.24,8
"1002",1002,"M",0.595,0.475,0.165,1.213,0.621,0.2435,0.274,9
"3954",3955,"M",0.485,0.385,0.105,0.556,0.296,0.104,0.133,7
"960",960,"M",0.5,0.385,0.135,0.6425,0.3195,0.129,0.1535,7
"1489",1490,"F",0.605,0.485,0.165,0.9515,0.4535,0.193,0.2765,11
"2522",2523,"M",0.545,0.45,0.15,0.8795,0.387,0.15,0.2625,11
"3752",3753,"I",0.475,0.355,0.135,0.4775,0.2145,0.09,0.1435,8
"3381",3382,"M",0.545,0.435,0.165,0.9955,0.3245,0.2665,0.325,19
"58",58,"M",0.47,0.385,0.135,0.5895,0.2765,0.12,0.17,8
"2305",2306,"F",0.55,0.415,0.135,0.775,0.302,0.179,0.26,23
"831",831,"M",0.415,0.305,0.1,0.325,0.156,0.0505,0.091,6
"1184",1184,"M",0.665,0.525,0.16,1.363,0.629,0.279,0.34,8
"1924",1925,"F",0.61,0.46,0.155,0.957,0.4255,0.1975,0.265,8
"2178",2179,"F",0.595,0.48,0.2,0.975,0.358,0.2035,0.34,15
"231",231,"M",0.555,0.445,0.135,0.836,0.336,0.1625,0.275,13
"1905",1906,"I",0.575,0.45,0.135,0.8715,0.45,0.162,0.225,10
"2353",2354,"F",0.72,0.56,0.175,1.7265,0.637,0.3415,0.525,17
"2842",2843,"M",0.6,0.475,0.175,1.11,0.5105,0.256,0.285,9
"207",207,"I",0.4,0.3,0.11,0.315,0.109,0.067,0.12,9
"631",631,"I",0.475,0.365,0.115,0.49,0.223,0.1235,0.1335,9
"1019",1019,"M",0.63,0.48,0.15,1.1785,0.5185,0.248,0.3235,8
"582",582,"I",0.55,0.425,0.15,0.806,0.376,0.171,0.245,14
"2392",2393,"M",0.33,0.25,0.09,0.197,0.085,0.041,0.0605,10
"752",752,"M",0.485,0.355,0.12,0.547,0.215,0.1615,0.14,10
"905",905,"I",0.315,0.23,0.07,0.144,0.053,0.0305,0.04,8
"2710",2711,"M",0.75,0.555,0.215,2.201,1.0615,0.5235,0.5285,11
"496",496,"F",0.625,0.5,0.15,0.953,0.3445,0.2235,0.305,15
"1210",1210,"F",0.78,0.63,0.215,2.657,1.488,0.4985,0.586,11
"444",444,"I",0.395,0.295,0.1,0.2715,0.134,0.0325,0.085,10
"2875",2876,"I",0.435,0.335,0.095,0.298,0.109,0.058,0.115,7
"1498",1499,"M",0.625,0.47,0.18,1.136,0.451,0.3245,0.305,11
"4064",4066,"I",0.37,0.275,0.08,0.2325,0.093,0.056,0.072,6
"3899",3900,"I",0.14,0.105,0.035,0.0145,0.005,0.0035,0.005,4
"1934",1935,"M",0.62,0.47,0.15,1.309,0.587,0.4405,0.325,9
"788",788,"M",0.495,0.385,0.135,0.709,0.211,0.1375,0.262,12
"1872",1873,"I",0.53,0.395,0.13,0.575,0.247,0.115,0.183,9
"3338",3339,"F",0.685,0.525,0.175,1.71,0.5415,0.309,0.58,16
"3541",3542,"I",0.45,0.35,0.11,0.514,0.253,0.1045,0.14,8
"3289",3290,"M",0.535,0.42,0.16,0.72,0.275,0.164,0.225,15
"2763",2764,"I",0.55,0.425,0.135,0.656,0.257,0.17,0.203,10
"2371",2372,"M",0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,3
"3227",3228,"F",0.45,0.35,0.135,0.56,0.231,0.137,0.145,13
"630",630,"M",0.34,0.265,0.085,0.1835,0.077,0.046,0.065,10
"3635",3636,"I",0.37,0.275,0.095,0.257,0.1015,0.055,0.0825,6
"3070",3071,"F",0.655,0.49,0.16,1.204,0.5455,0.2615,0.3225,9
"2220",2221,"F",0.535,0.46,0.145,0.7875,0.3395,0.2005,0.2,8
"2345",2346,"F",0.71,0.565,0.195,1.7265,0.638,0.3365,0.565,17
"3616",3617,"M",0.615,0.495,0.2,1.304,0.5795,0.3115,0.371,14
"2431",2432,"F",0.635,0.5,0.18,1.312,0.529,0.2485,0.485,18
"4034",4036,"I",0.52,0.41,0.14,0.5995,0.242,0.1375,0.182,11
"565",565,"F",0.47,0.355,0.13,0.5465,0.2005,0.126,0.185,14
"3629",3630,"I",0.27,0.205,0.05,0.084,0.03,0.0185,0.029,6
"3073",3074,"M",0.665,0.525,0.155,1.3575,0.5325,0.3045,0.4485,10
"3429",3430,"I",0.28,0.21,0.065,0.111,0.0425,0.0285,0.03,6
"1894",1895,"M",0.57,0.46,0.155,1.0005,0.454,0.205,0.265,11
"1361",1362,"F",0.605,0.475,0.175,1.076,0.463,0.2195,0.335,9
"3416",3417,"M",0.56,0.45,0.14,0.9,0.472,0.182,0.218,7
"1871",1872,"I",0.53,0.43,0.16,0.7245,0.321,0.1275,0.24,9
"3353",3354,"I",0.475,0.365,0.14,0.4545,0.171,0.118,0.158,8
"1516",1517,"M",0.66,0.505,0.165,1.374,0.589,0.351,0.345,10
"676",676,"F",0.52,0.395,0.18,0.64,0.158,0.11,0.245,22
"3172",3173,"F",0.505,0.405,0.18,0.606,0.239,0.1235,0.18,11
"2356",2357,"M",0.575,0.47,0.15,1.1415,0.4515,0.204,0.4,13
"323",323,"M",0.385,0.31,0.1,0.2845,0.1065,0.075,0.1,11
"298",298,"I",0.28,0.21,0.085,0.1065,0.039,0.0295,0.03,4
"3579",3580,"F",0.6,0.485,0.145,0.776,0.3545,0.1585,0.239,9
"2487",2488,"F",0.63,0.51,0.185,1.235,0.5115,0.349,0.3065,11
"2524",2525,"M",0.58,0.46,0.18,1.145,0.48,0.277,0.325,11
"1789",1790,"F",0.545,0.385,0.15,1.1185,0.5425,0.2445,0.2845,9
"2257",2258,"M",0.495,0.415,0.165,0.7485,0.264,0.134,0.285,13
"898",898,"I",0.265,0.195,0.06,0.092,0.0345,0.025,0.0245,6
"774",774,"M",0.455,0.34,0.135,0.462,0.1675,0.158,0.12,9
"2784",2785,"M",0.6,0.45,0.145,0.877,0.4325,0.155,0.24,9
"1334",1335,"F",0.575,0.42,0.135,0.857,0.461,0.147,0.2125,10
